25,25
600,100
10
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,T,B,B,B,B,B,B,T,T,B,B,B,B,B,B,T,T,T,W,W,W
W,W,T,T,T,B,T,W,W,T,B,T,T,B,T,W,W,T,B,T,T,T,W,W,W
W,W,B,B,B,B,T,W,W,T,B,B,B,B,T,W,W,T,B,B,B,B,W,W,W
W,W,T,T,T,B,T,T,T,T,B,T,T,B,T,T,T,T,B,T,T,T,W,W,W
W,W,T,T,T,B,B,B,B,B,B,T,T,B,B,B,B,B,B,T,T,T,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,W,W,W
W,W,T,T,T,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,T,W,W,W
W,W,B,T,T,T,T,W,W,W,W,W,W,W,W,W,W,T,T,T,T,B,W,W,W
W,W,T,B,T,T,T,T,T,T,W,W,W,W,T,T,T,T,T,T,B,T,W,W,W
W,W,T,T,B,T,T,T,T,T,T,T,T,T,T,T,T,T,T,B,T,T,W,W,W
W,W,T,T,T,B,T,T,T,T,T,T,T,T,T,T,T,T,B,T,T,T,W,W,W
W,W,T,T,T,T,B,T,T,T,T,T,T,T,T,T,T,B,T,T,G,T,W,W,W
W,W,T,T,T,T,T,B,T,T,T,T,T,T,T,T,B,T,T,T,T,T,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
