25,25
590,800
5
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,T,T,T,T,T,T,W,W,W,W,A,T,T,T,T,T,T,T,A,W,W,W,W
W,W,T,T,T,T,T,T,W,W,W,W,T,T,T,T,T,T,T,T,T,W,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W,W
W,W,T,G,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W,W
W,W,T,T,T,T,T,T,W,W,W,W,T,T,T,T,T,T,T,T,T,W,W,W,W
W,W,T,T,T,T,T,T,W,W,W,W,A,T,T,T,T,T,T,T,A,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,T,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,T,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,T,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,T,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,T,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,T,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,T,T,T,W,W,W,W,W,W,W
W,W,T,T,T,T,T,W,W,W,W,A,T,T,T,T,T,T,T,T,T,A,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,◄,T,►,T,T,T,T,W,W,W
W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,T,T,T,T,T,W,W,W,W,A,T,T,T,T,T,T,T,T,T,A,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
