25,25
590,800
5
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,A,A,W,W,W
W,W,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,A,A,W,W,W
W,W,W,W,W,W,T,T,T,T,▼,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,W,W,W,W,T,T,T,T,▲,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,W,W,W,W,T,W,W,W,W,T,T,T,T,W,W,W,T,T,T,T,W,W,W
W,W,W,W,W,W,T,W,W,W,W,T,T,T,T,W,W,W,T,T,T,T,W,W,W
W,W,W,W,W,W,T,W,W,W,W,►,T,T,T,W,W,W,T,T,T,◄,W,W,W
W,W,W,W,W,W,T,W,W,W,W,T,T,T,T,W,W,W,T,T,T,T,W,W,W
W,W,W,W,W,W,T,W,W,W,W,T,T,T,T,W,W,W,T,T,T,T,W,W,W
W,W,W,W,W,W,T,W,W,W,W,T,T,T,T,W,W,W,T,T,T,T,W,W,W
W,W,W,T,T,T,T,W,W,W,W,T,T,T,T,W,W,W,T,T,T,T,W,W,W
W,W,W,T,T,T,T,W,W,W,W,B,B,B,B,W,W,W,B,B,B,B,W,W,W
W,W,W,T,T,T,T,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,W,T,T,T,T,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,W,T,T,T,T,W,W,W,W,T,T,T,T,T,G,T,T,T,T,T,W,W,W
W,W,W,T,T,T,T,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,W,T,T,T,T,W,W,W,W,T,T,T,T,T,T,T,T,T,T,T,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
