22,84,
3,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,13,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,1,6,6,4,-1,-1,1,6,4,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,0,12,10,3,-1,-1,0,12,5,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,0,10,3,-1,-1,-1,2,9,5,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,0,5,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,0,5,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,0,11,4,-1,-1,-1,1,8,5,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,0,12,11,4,-1,-1,0,12,5,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,2,7,7,3,-1,-1,2,7,3,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,13,13,-1,-1,13,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,13,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,12,12,13,13,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,13,12,12,12,13,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,13,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,12,13,12,12,12,12,13,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,10,7,7,7,9,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,2,9,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,11,4,-1,-1,1,8,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,11,6,6,8,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,10,7,7,7,9,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,5,-1,-1,-1,2,9,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,5,-1,-1,-1,-1,0,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,5,-1,-1,-1,-1,0,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,5,-1,-1,-1,-1,0,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,11,4,-1,-1,-1,2,9,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,5,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,10,3,-1,-1,-1,-1,0,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,3,-1,-1,-1,-1,1,8,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,-1,-1,-1,-1,1,8,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,-1,1,8,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,12,12,12,12,12,12,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,6,8,12,12,12,12,12,12,12,
