22,84,
3,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,19,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,19,19,-1,-1,19,19,19,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,1,6,6,4,-1,-1,1,6,4,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,0,18,10,3,-1,-1,0,18,5,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,0,10,3,-1,-1,-1,2,9,5,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,0,5,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,0,5,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,0,11,4,-1,-1,-1,1,8,5,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,0,18,11,4,-1,-1,0,18,5,19,19,19,19,19,19,19,
-1,-1,-1,-1,-1,-1,2,7,7,3,-1,-1,2,7,3,19,19,19,19,19,19,19,
